IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
00:00.0,memphis,tn,us,oval,300,around shape object in memphis.please this is no lie.....
30:00.0,newtown,ct,us,teardrop,300,I was walking in my basement and I looked outside. About 300 yards away hovering right over the trees in my back yard was a strange sha
50:00.0,gulf breeze,fl,us,sphere,900,Three super bright craft emitting triangular light array.
55:00.0,pensacola,fl,us,,900,3x adult males driving S on Hwy. 98 witness large&#44 bright yellow obj. hovering.  Obj. begins to expell other objs.&#33 Complex sighting.
30:00.0,camarillo,ca,us,light,180,I saw a bright&#44 white light moving very fast. It was about&#44 maybe 2 or 3 miles away from me. I saw it outside of my window&#44 and I saw a
30:00.0,oakland,ca,us,triangle,30,I was looking at the night sky and noticed a few stars dissapear then reappear. At first I thought it was a little strange and almost a
30:00.0,williamsburg,oh,us,diamond,20,4 dimond lights in ohio
19:00.0,manchester,ny,us,fireball,3,green fire ball seen in the sky 3/4 the size of the moon.
55:00.0,lincolnshire,il,us,fireball,7,Red fireball travelling south to north with tail 4 or 5 times size of object. Lasted 7 seconds then winked out.
27:00.0,santa rosa,ca,us,light,70,Strange&#44 projectile-firing light over northern california.
50:00.0,hesston,ks,us,triangle,600,Triangle shaped with a very bright light on each corner with a flashing red beacon in the middle.
11:00.0,plymouth,ma,us,diamond,600,i am 14 and was coming back from my football banquet in a car with my father going north when i noticed a very bright diamond shaped ob
45:00.0,sherman oaks,ca,us,other,300,A single small cloud moved from WNW to WSW over a 5 min. period in an otherwise clear sky. Faintly comet-shaped. Military rocket launch
30:00.0,grand rapids,mi,us,other,3.5,big triangle rotating counter clockwise&#449 triangulated mini-lights made the appearance of one big triangle&#44in cruising formation&#44silent
00:00.0,woodinville,wa,us,light,10,Blue lights that appeared to be backlit in the clouds.  Sort of in a line but some closer than others.  Approximately eight - not sure
15:00.0,columbia (east of city),mo,us,triangle,240,Looked like Stealth Bomber but dropped from about 200 yards to 40 feet in seconds...
29:00.0,woodbridge,nj,us,teardrop,180,On 3 separate occasions over a 3 minute span&#44 we saw objects moving around and interweaving with each other at a high speed and they ap
10:00.0,russellville,ar,us,unknown,300,I was awoke by a variable beeping noise&#44persistant and different from anything my husband and I have ever heard.It lasted approx. 5 min
10:00.0,glen allen,va,us,oval,5,A glowing&#44 riding lawn mower after a thunderstorm?&#33?&#33
30:00.0,mankato,mn,us,other,45,Four dim lights in a row&#44 flew over my head. One object or four seperate objects
00:00.0,marshfield,wi,us,light,45,Flashing lights in Wood County&#44 WI
30:00.0,las vegas,nv,us,triangle,7,We saw a totally dark&#44 silent triangular (boomerang) shaped object flying over a casino in Las Vegas.
00:00.0,longwood,fl,us,other,300,I filmed a craft  for about 2 minutes moving in differing directions. Definietly not a helicopter or plane.
00:00.0,overland park,ks,us,light,30,Two flickering lights seen above the eastern horizon of Overland Park.
05:00.0,orlando,fl,us,light,60,Single and silent yellowish light&#44 traveling southwest to northeast below cloud cover&#44 seen in northwest Orlando&#44 Florida
00:00.0,goodyear,az,us,light,600,At least 12 red non-flashing lights flying east to west in night sky then disappear at same linear point in the sky.
00:00.0,zim,mn,us,circle,600,Northern Minnesota.  ((NUFORC Note:  Sightings of &quot;twinkling&quot; stars&#44 we suspect.  PD))
20:00.0,metairie,la,us,light,300,I saw 2 Bright Orange Lights which seemed to stay in one place.
15:00.0,fairbanks,ak,us,unknown,14,Brights orange lights flashing&#44 and disappeared out of sky instantly
50:00.0,anchorage,ak,us,light,180,Red light with yellow edges pulsating and stationary to the south of Anchorage just below overcast cloud cover which provided me with a
15:00.0,birmingham,al,us,,105,Pastor repts. seeing a &quot;bright ball of fire w/ speed of a falling star&quot; streak W to E. Slows&#44 stops&#44 turns 180 deg.&#44 shoots to NW.
55:00.0,gulf breeze,fl,us,fireball,105,Large red firy orange balls in a figure approaching   a triangle in shape40 years old &#44 some graduate school&#44
15:00.0,seattle,wa,us,light,3,Extremely rapid&#44 silent&#44 non-streaking bright light moving from north to south at probably 15 to 25 degrees along the eastern horizon a
45:00.0,colorado springs,co,us,disk,900,In twilight a disk shaped object &quot;about the size of a dime held at arms length was seen by a husband and wife.  They grabbed field clas
00:00.0,culver city,ca,us,light,5,While driving home I saw a light high in the sky&#44 moving from east to west in a straight line&#44 except at one point it acted like it wen
50:00.0,pensacola,fl,us,fireball,240,illuminating firey red ball that slowly sunk over the bay between Pensacola and Gulf Breeze
30:00.0,new boston,nh,us,light,2400,Hovering light with flashing blue and red; movement was irratic and non-airplane like.  Appeared as large (moving) star.  Another small
00:00.0,milton (canada),on,ca,circle,4,Bright glowing object
00:00.0,smithton,il,us,fireball,2,Driving home&#44 Saw a white meteor falling in NW sky. Shortly afterward the entire electrical system in the car went dead for a split sec
00:00.0,rocky mount,nc,us,fireball,30,my son and myself looked up to see a bright flash of light&#44i thought it was a plane crashing.It streakrd across the sky changing shape
01:00.0,bloomington,ca,us,oval,25,ORANGE OVAL LIGHT WITH RED LIGHT ORBITING ORANGE LIGHT. . .
24:00.0,alexandria,ky,us,diamond,30,My father and I were leaving on our way to take me to shool. When my father stopped&#44 pulled to the side of the road and pointed to a fo
18:00.0,norwalk,ct,us,unknown,180,object displaying what appeared to be flames appeared out of the north at 1200-1500 feet
15:00.0,springfield,mo,us,fireball,15,Green fireball over Springfield&#44MO
45:00.0,gilbert,az,us,light,5,third personal sighting&#44 of big&#44 red&#44 low flying&#44 ball of light over gilbert/higley area
08:00.0,colorado springs (40 se),co,us,triangle,15,Moving 3 Light Triangular Formation Eastern Sky @ FL330
03:00.0,chesapeake,va,us,cigar,360,I saw 5 cigar shaped crafts in a V formation with lights.
10:00.0,lancaster,wi,us,triangle,420,My wife woke me to ask me what was in the sky&#44we could both see it without getting out of bed&#44it was a triangle with brite blueish whit
00:00.0,tallahassee,fl,us,cigar,600,Large &amp; close up viewing by 3 people of a cigar shaped object with 2 bright red glowing orbs at each end.
00:00.0,edmond,ok,us,unknown,37800,3 motionless objects w/ blinking lights
00:00.0,fairborn,oh,us,unknown,86400,3 foot humaniod on back porch&#44 10 foot or so dark metal triangle in woods&#44 talking to a religious pastor.
00:00.0,carlsbad,ca,us,unknown,1200,Object with rotating red and blue lights hovering over North County San Diego at 1:00 a.m. on December 1&#44 2006.
15:00.0,marietta,ga,us,circle,180,flashing blue-green lights in marietta&#44ga
30:00.0,mechanicsville,va,us,triangle,120,This craft covered about ten miles in about 2 or 3 seconds and is something that we don&#39t have the technology to dupicate at this time.
00:00.0,louisa,ky,us,disk,300,As we were out driving around the camp ground at Boone&#39s Landing we observed an object moving in the sky from east to west while a noth
30:00.0,warner robins,ga,us,cigar,420,Slow-moving&#44 cigar shaped&#44 metallic object disappears
15:00.0,aurora,co,us,light,600,Apparent bright sundog&#44 brilliant aqua green&#44 yellow and pale orange
00:00.0,cockeysville,md,us,other,3600,v shaped greenlights seen in evening cloudy sky in baltimore
16:00.0,coppell,tx,us,fireball,60,It looked on fire and left a wide long plume of smoke that ended in my sight. ((NUFORC Note:  Student report.  PD))
45:00.0,merriam,ks,us,other,300,Ax-shaped black and yellow U.F.O. seen over Merriam&#44 Kansas.
30:00.0,berkley,ma,us,other,10,I was driving north on rt.24 when I noticed what looked light lightning in a cloud formation. I enjoy watching thunderstorm so I am qui
45:00.0,topeka,ks,us,triangle,6,Double aqua green corner cap lights to narrow triangle&#44 brief sighting - but I know what I saw.
50:00.0,temecula,ca,us,rectangle,10,December 1st&#44 2006- While walking with a group of people to a Christmas parade&#44 2 rectangle objects flew by extremely fast&#33
45:00.0,oakland,ca,us,disk,300,disk shaped figure with flashing lights in a pattern&#44 at about 7:45pm on december 1st 2006&#44 it hovered for about 5min then disapperared
00:00.0,memphis,tn,us,other,30,Distant light went from left to right in western sky. Twinkled as it flew and then after a little while maybe ten or twenty seconds it
10:00.0,gardnerville,nv,us,light,2160,Orange and Red object seen from Gardnerville Nevada 12/01/06.  6 Witnesses in Nevada/California
45:00.0,dickens,tx,us,other,5,Small football-shaped  object travels silently over neighborhood in Dickens&#44 Texas.
00:00.0,pe ell,wa,us,unknown,1500,Brilliant blue light hovers and disappears near small forest town
00:00.0,tampa,fl,us,unknown,1200,Comet like object seen over South Tampa emitting red spheroids.
00:00.0,maple ridge (canada),bc,ca,oval,960,MULTI COLORED  OBJECT  CHASED BY CHOPPER
00:00.0,kirkland,wa,us,oval,600,white lite moving over lake washington making red laser like flashes
05:00.0,paradise,ca,us,sphere,120,circle of light at low altitude&#44 low speed shot out reddish flourescent tube of light
00:00.0,mayville,ny,us,teardrop,60,tear shaped ufo with purple trail
30:00.0,tupper lake,ny,us,circle,30,Formation of Military jet aircraft in area of larger round reflective object
00:00.0,columbus,ga,us,formation,10,Like like kite shape object in  day time sky&#44 clear day and object did not seem to be moving but was very high up in sky ?? after i saw
00:00.0,columbus,ga,us,formation,10,look like kite but it was to high up
00:00.0,kailua,hi,us,changing,172800,Ongoing daily photography of UFO&#39s invisible to naked eyes over Kaneohe&#44 Hawaii .
00:00.0,san francisco,ca,us,other,5,Blimp shape with red marking or door on the side?
00:00.0,mayville,ny,us,teardrop,85,A tear shape object dancing in the air.
15:00.0,pico rivera,ca,us,disk,15,This object just smoothly coasted without a sound.
00:00.0,blue springs,mo,us,other,60,Being on a floating platform watching me from 25 feet away.
22:00.0,alpharetta,ga,us,circle,30,alpharetta georgia. bright white light. 25-30 seconds.  very far away looked like a star moving then became very bright and moved faste
25:00.0,corpus christi,tx,us,light,60,12/01/07 @1825 hrs. over Corpus Christi and Ingleside Texas&#44 bright light at medium altitude &#44 medium speed then dissapeared high speed
30:00.0,lebanon,pa,us,light,5,Two dim yellow lights moving very quickly
00:00.0,murrieta,ca,us,cigar,4,IT WAS FASTER THEN ANYTHING I HAVE EVER SEEN AND AS BRIGHT AS A FULL MOON
20:00.0,niles,oh,us,other,300,To me&#44 the most interesting thing about these orbs has always been their way of moving around&#44 which was instantaneously.
13:00.0,statham,ga,us,,20,Large green fireball
15:00.0,fort smith,ar,us,light,3,Bright white light moved from SE horizon to WNW horizon in roughly 2-3 seconds.
00:00.0,newburgh,ny,us,other,300,Huge object hovering over New York
00:00.0,san marcos,ca,us,light,10800,Two light objects near where the Moon.  ((NUFORC Note:  Venus and Jupiter are near Moon.  PD))
15:00.0,pine city,mn,us,light,10,Two lights north of Pine City&#44 MN moving west.  ((NUFORC Note:  Venus and Jupiter are near Moon.  PD))
00:00.0,ashton,wv,us,sphere,180,2 UFOs in rural WV town moving in motions impossible by normal aircraft.
24:00.0,henderson,nv,us,cone,180,((HOAX??))  Fast moving UFO goes in the direction of Area 51.
15:00.0,lehi,ut,us,oval,5,2 blue ovals 1 big blue light shot threw the ovals and a big light came and evrey thing vanished like nothing happend&#33
37:00.0,norwood,ma,us,light,5,bright blue-white light moving to fast and then gone?
00:00.0,brawley,ca,us,changing,600,3 small ships moved into clockwise and then counter clockwise
00:00.0,danville,ky,us,other,3600,My wife and I noticed a strange flashing green light in the distance.  ((NUFORC Note:  We suspect object may have been Sirius.  PD))
00:00.0,maple ridge (canada),bc,ca,changing,600,star like object changing shape with it jerky movements every couple of minutes
40:00.0,fort myers,fl,us,light,300,Light split into four and one sped acros the sky
15:00.0,missouri city,tx,us,oval,300,there were rapid flashing lights alternating from the left side of the craft to the right side whille being staionery.
00:00.0,berkeley (moraga),ca,us,sphere,1200,Unknown Streaks of Lights near Berkeley Hills/Moraga
23:00.0,mesa,az,us,disk,240,Bottle cap shaped UFO with red glow underneath&#44 clearly seen from back yard on December 1st&#44 2009 .
45:00.0,bloomington,in,us,fireball,3,When driving&#44 a moderately large and bright fireball shaped object was seen falling from the sky.
00:00.0,monmouth,or,us,disk,180,Four rounded lights were located along the side &#44 along with a luminating bottom on the craft and a rounded top and bottom.
00:00.0,woodbridge,nj,us,rectangle,420,2:50AM - Woodbridge&#44 NJ - UFO Spaceship sighting - 5 windows - bright light in windows.
30:00.0,hermitage,pa,us,other,28800,there were strange vertical horizontal lights in the sky.
50:00.0,sartell,mn,us,light,600,Appered to be a star for about 10 minutes then it took off like a bat out of _ell.
00:00.0,miami,fl,us,oval,60,these crafts were not planes.
00:00.0,kaktovik,ak,us,light,1800,Three lights dancing around each other
00:00.0,monroeville,nj,us,other,30,Moving star
15:00.0,evansville,in,us,unknown,4,A yellowish light shot through the sky like a meteor but arched and disappeared.
40:00.0,salem,mo,us,fireball,15,Orange fireball thrusting across rural missouri inbetween cook station and Salem.
42:00.0,fremont,ca,us,triangle,300,Slow rotating triangle with three lights&#44 one on each corner.
45:00.0,merton,wi,us,light,60,Light in the distance that did not move&#44 or blink&#44 and in the blink of an eye it was gone.
45:00.0,pensacola,fl,us,circle,3600,saw large bright light in wsw sky as well as 3 reddish orange pulsating orbs in southern sky
45:00.0,salem,mo,us,fireball,2,three orange fireballs
00:00.0,fresno,ca,us,rectangle,180,4 unknown flying crafts were following our car and another one hovered over our neighborhood when we got home.
50:00.0,topeka,ks,us,disk,2700,after almost causing a helicoptor to crash&#44a silvery disk-shaped object tracks my car and follows me home and allows us to view it for
00:00.0,tucson,az,us,circle,120,Small circle of white lights observed to at first drift across sky&#44 then radically change direction and accelerate out of sight.
00:00.0,logansport,in,us,disk,120,it was daytime and i know what i saw
30:00.0,venice,fl,us,,180,Mother&#44 2 sons driving along wooded road&#44 see huge silver disc.  50-60 yds. in diameter&#44 &quot;pinkish streamers&quot; beside.  Totally silent.
30:00.0,huntington,wv,us,,600,Man sees very large obj. in sky with &quot;circle of lights&quot; on ventral side.  Obj. suddenly &quot;turned on a dime&#44&quot; flies in different dir..
25:00.0,simi valley,ca,us,formation,240,&quot;Delta&quot; shaped group of motionless bright red lights sighted over Simi Valley&#44 Calif.
21:00.0,chatham,nj,us,disk,600,5/22/97 22:21 large object over morris/union county new jersey. ten degrees above horizon.
20:00.0,indianapolis,in,us,changing,300,I and my framing crew witnessed this together.We are framing a house on the north side of Indy. Alot of air trafic is going on this day
00:00.0,tigard,or,us,triangle,300,Tigard Oregon 1978 Black Pyramid shape-no noise-no lights-floated then sparks below before shot off 5 min.
38:00.0,carmel valley,ca,us,rectangle,600,Rectangular object spotted in sky. Soon after intial sighting two other objects floated down and away from the main object. Then all th
15:00.0,columbia,mo,us,light,60,Noticed a lighted shape plowing through light cloud cover.
30:00.0,sherbrooke (canada),pq,ca,sphere,30,I think I saw a UFO on May 22th 21h30..
15:00.0,greenwater (4 miles east of),wa,us,,3,Looking ESE towards Naches Pass while stargazing on a ridge above Greenwater&#44 I saw a very bright and quick meteor-type trail&#44 immediat
30:00.0,houston,tx,us,light,2,I saw a bright green light streak across the sky&#44 leave a small white spark behind and dissapear before my eyes.
00:00.0,visalia,ca,us,fireball,2,shape was almost an oval but larger at ends.  there were two of them. it was burning with a slight tail of fire. the colors were blue&#44
10:00.0,paso robles,ca,us,flash,7,I went out to get the mail.  When I looked up I saw a very bright light in the sky.  My first thought was that it was a really bright s
00:00.0,gardner,ks,us,egg,20,This orange fireball suddenly slowed down and turned green&#44 then suddenly dated off to the east.
15:00.0,dayton,oh,us,unknown,10,small light in the sky&#44 not blinking&#44 below high clouds&#44 and traveling VERY fast...
01:00.0,kalispell,mt,us,light,1200,two friends of was camping in kalispell&#44 MT. on 5-22-01 at 12 midnight soll a white object in the sky it look like it was flying around
00:00.0,wray,co,us,circle,15,We were playing football and something attracted my eye when I saw the football in the air there was a circle flying object in the sky.
00:00.0,reno,nv,us,unknown,15,black unmarked helicopter
50:00.0,north conway,nh,us,other,10,Moving Stars in Cetral New Hampshire Mountain Range
00:00.0,santa ana,ca,us,sphere,10,Pulsing spehre
40:00.0,encino,ca,us,sphere,10,Blue/green spherical craft seen from Ventura Freeway in Encino&#44 CA
15:00.0,louisville,ky,us,oval,600,Southend. I noticed an object in the sky toward South Third Street. It was a rotating Oval like a blimp.
17:00.0,louisville,ky,us,disk,180,It was big huge and close&#33&#33&#33  It was shaped like saucer.
30:00.0,louisville,ky,us,diamond,600,very unusal  enough to make you really think  enough to make me report this anyway
30:00.0,ventura,ca,us,circle,420,A hovering saucer is sighted on Lake Havasu&#44 Ariz at night.I was sitting on my porch and I saw a great big circle of lights in the
00:00.0,salt lake city,ut,us,other,1200,Three objects seen repeating formation below cloud cover by several witnesses
50:00.0,nederland,tx,us,chevron,360,One morning I&#44 looked up and..Wow &#33&#33&#33
22:00.0,oxnard,ca,us,disk,480,bright&#44disk in the clear sky
00:00.0,encinitas,ca,us,diamond,1.5,huge bright object dropping toward the ocean or horizon?
00:00.0,dawsonville,ga,us,triangle,120,Triangular shaped object seen in Dawsonvile&#44 GA.
10:00.0,des moines,ia,us,changing,30,Shape Changing Tube or Rod with Pursuing Military Jets?
48:00.0,everett,wa,us,light,180,Camano Island  Wa.       illumination  3 to 6mins.           White  illumination viewed from Everett Wa.  05/22/07
00:00.0,carrabelle,fl,us,other,8,Noticed four or five orange yellow balls of light horizonal in sky they were there and then they were gone in a matter of seconds
00:00.0,denton,tx,us,circle,4,Denton TX Green ball shaped object moving upward at a fast rate
00:00.0,morro bay,ca,us,sphere,240,Bright orange sphere.
45:00.0,san antonio,tx,us,sphere,5,I left my condo for work&#44 looked up into the sky saw the moon with clouds around it&#44 just then I saw an round object yellow in color mo
50:00.0,johnson city,ny,us,light,12,Bright light traveling over Johnson City&#44 NY heading over Binghamton 5/22/08
20:00.0,saltville,va,us,circle,60,Huge Round Spherical LIght flew overtop my head  and then flew over the mountainrange
40:00.0,tranquility,nj,us,other,180,plasma  bright light traveling north at aslow rate of speed&#44 very weird indeed.
00:00.0,new brighton,pa,us,triangle,240,glowing triangle
30:00.0,edwardsburg,mi,us,triangle,120,Triangular object hovered over car on US-12
30:00.0,simi valley,ca,us,light,1500,A large amber light released a smaller amber light&#44 which descended and disappeared&#44 leaving the original light in 2 pieces (25 mins.).
00:00.0,nashville,tn,us,disk,1200,this thing was really there
30:00.0,east helena,mt,us,changing,2700,Extreamly bright circular light floating &amp; changing shape in the early morning sky.
00:00.0,lincoln heights,ca,us,disk,4,Objects seen near Dodgers Stadium Los Angeles&#44 CA  Lincoln Heights  area on 05-22-09
30:00.0,nags head,nc,us,unknown,1800,20+ ufos seen by 15+ people launching from the ocean only to disappear in the sky
30:00.0,calgary (canada),ab,ca,disk,240,At about 11:30 pm &#44 I was sitting in my chair on the deck outside relaxing and watching the sky .   When all of a sudden to the right o
00:00.0,nantucket,ma,us,cylinder,30,((HOAX??))  We saw a red tube in the sky.
58:00.0,howard beach,ny,us,circle,1800,A bunch of circlular moving into each other below the clouds
00:00.0,raleigh,nc,us,fireball,180,25 slow moving&#44 interactive fireballs seen in downtown Raleigh on Saturday night.
15:00.0,san francisco,ca,us,oval,60,oval gray flying saucer
27:00.0,rockford,il,us,triangle,120,Transparent ship with triangular positioned lights in Rockford&#44 Illinois
00:00.0,fairless hills,pa,us,fireball,240,Flame flying across sky
00:00.0,little chute,wi,us,light,40,Bright white light moving from north west to south east. Near the Big Dipper constellation. The Light disappeared after it went past th
00:00.0,orlando,fl,us,light,600,((HOAX??))  It was bright orange like a street light then went dim
00:00.0,ottawa (canada),on,ca,light,120,Orange cluster of lights followed by six points of white light - moving in night sky and changing direction.
05:00.0,portland,or,us,light,1800,The object had a slight amber tint to it.  It looked like a satellite&#44 or star&#44 but then it started to change directions. Almost like a
30:00.0,brook park,oh,us,light,900,4 lights&#44 moving across the night sky&#44 changing directions and speeds.
45:00.0,galveston,tx,us,fireball,120,Orange Craft Seen Over Galveston Bay
40:00.0,asbury park,nj,us,cigar,120,Green/Blue Cigar shaped craft seen travelling south to north&#44 along coastline. Craft  was then seen rising slowly north of Convention H
00:00.0,glendale,az,us,disk,180,We saw a silver disc not moving at all at about 7&#44000 feet (estimate) and watched it for about 3 min. We had decided it must be a weath
00:00.0,anaheim,ca,us,unknown,600,Saw a shine object hovering next to the moon. Looked like the sun glinting off metal
55:00.0,wilmington,nc,us,formation,60.6,2 lights on the left and 4 lights on the right. all golden in color and same intensity heading at 330`.
15:00.0,colville (15 miles ne of),wa,us,circle,2,Very bright round ball of light&#44 moving fast and low. No tail. Traveling W.to E.
00:00.0,springfield,mi,us,fireball,900,((NUFORC Note:  Witness submits terse report of alleged fireball sighting.  PD))
00:00.0,toledo,oh,us,triangle,1200,One light craft and 1(possibly 2) triangular crafts
45:00.0,henderson,nv,us,other,3600,Large light in southern Nevada for over an hour.
00:00.0,yuma,az,us,diamond,7200,It was about 5:20 a.m. when my family and I looked at a UFO north of our home. It was like a diamond shape object. It had like one ligh
00:00.0,murphy,nc,us,light,600,I saw a flashing light move in all directions across the sky&#44 then in a final bright flash it was gone.
15:00.0,university park,il,us,diamond,900,At one point the lights changed as I was talking to the police and came closer to the building I was watching from.
50:00.0,oregon city,or,us,rectangle,600,Bright&#44 non-circular object hovers far above Oregon City OR at dawn&#44 2002/05/24
50:00.0,madison,wi,us,unknown,240,very small pulsing lite over madison not moving in a  line and moving slower than jets
30:00.0,vernal,ut,us,flash,30,There were strobing lights that were stationary then appeared to take off and fly away in an faster than possible.
45:00.0,littleton,co,us,other,720,Large black object that never moved for 12 min
10:00.0,kent,wa,us,triangle,2,Transparent triangle over Kent Washington
40:00.0,breckenridge,co,us,light,20,Group formation of transluscent light/objects. Moved in tandem&#44 occaisionally thrusting.
00:00.0,metairie,la,us,formation,1800,round craft with bright center light and flashing blue&#44 green and red lights stationary for 25 to 30 min. video recorded
46:00.0,crawfordville,fl,us,changing,300,Bright light breaks up into three lights&#44 which then fade.
45:00.0,hagarville,ar,us,light,15,Orange light skips through sky near nuclear plant.
25:00.0,langley,wa,us,sphere,180,5 objects chasing each other in the sky...
30:00.0,anchor point,ak,us,disk,300,Large UFO over Mt. ILIAMNA Alaska.  ((NUFORC Note:  Possible contrail behind a high-altitude jet??  PD))
20:00.0,puyallup,wa,us,light,2,object banked and disappeared quickly
35:00.0,volcano,hi,us,disk,300,A UFO was seen over Hawaii near the Mauna Kea Observatories.
00:00.0,sullivans island,sc,us,light,1200,Two separate light events at same time off of Sullivan&#39s Island&#44 SC
30:00.0,chandler,az,us,other,600,We saw a round&#44 &quot;covered-bowl&quot;-shaped object&#44 large as a house&#44of luminous white light&#44slowly move&#44hover&#44 &amp; float down out of view.
15:00.0,sullivans island,sc,us,disk,600,Orangish&#44 multiple light source objects appear out of nowhere&#44 then vanish in the order they appear.
30:00.0,austin,tx,us,changing,90,fire and triangles in the sky over austin texas may 24 and 25 2005
15:00.0,cape girardeau,mo,us,egg,600,Very large &#44stationary&#44illuminated like a 100 watt bulb egg or football of light
37:00.0,westport,ct,us,cigar,1,A PICTURE TAKEN OF THE MOON AND VENUS REVEALED THIS THING I THOUGHT TO BE A SHOOTING STAR.  NO REPORTS OF SHOOTING STARS WERE REPORTED
00:00.0,summer lake,or,us,other,10800,multiple light emitting/color changing objects&#44 much of the time moving at a high speed.. .((NUFORC Note:  Twinkling stars?  PD))
00:00.0,apple valley,ca,us,light,2700,High Altitude Bright Objects appearing in the sky accompanied  by smaller&#44 faster objects.
00:00.0,chicago,il,us,fireball,15,((HOAX??))  Glowing Fireball witnessed by 6 sober people in front of a chicago bar.
15:00.0,ventura,ca,us,light,600,I saw a red and white flashing object that moved in any way other than a straight line&#44 and I think it noticed me.
20:00.0,rochester,mn,us,light,3600,Appeared to be a plane&#44 but had three bright lights and hovered.
00:00.0,phoenix,az,us,light,1500,bright light over west phoenix  ((NUFORC Note:  Time of sighting not indicated by witness.  Possible sighting of Venus.  PD))
30:00.0,mankato,mn,us,changing,18000,((HOAX??))  The craft made things slow down and we blacked out a few seconds after we saw said craft.
30:00.0,yakima,wa,us,,1200,4 objects floating above yakima wa.
00:00.0,englewood,co,us,cigar,45,Blue &amp; White flashing UFO over Englewood&#44CO 5/27/2011
05:00.0,elkins,wv,us,circle,60,My wife was outside smoking a cigarette while I was in my office.  She knocked on window and I immediately went outside because she had
45:00.0,ingleside,il,us,circle,1200,20 orange lights  passing over Northern Illinois
20:00.0,oak harbor,wa,us,circle,600,Five bright orange&#44 round UFO east of Oak Harbor&#44 WA.  ((NUFORC Note:  Case solved by local investigator.  &quot;Chinese&quot; lanterns.  PD))
00:00.0,smithville,mo,us,fireball,60,No sound flying low small fireball type
15:00.0,silver springs,nv,us,oval,15,2 oval shaped craft&#44  flying from north to south at approx. 10&#44000ft.
30:00.0,irving,il,us,light,600,Stationary triangular pulsing red lights seen in Irving&#44 IL on 05/27/12 at 17:30 hours.
00:00.0,eugene,or,us,oval,240,Black dot flashing color lights.
45:00.0,oxnard,ca,us,other,30,Neon red upside down Y craft
00:00.0,bartlett,il,us,fireball,45,A fireball was seen across the western sky of Bartlett&#44 Il.
24:00.0,portland,or,us,light,240,Bright&#44 amber&#44 shimmering light in sky above Southeast Portland
00:00.0,mukwonago,wi,us,light,90,Bright round light.  White center red exterior.  Traveled slow.No noise.
00:00.0,national city (indian lake),mi,us,sphere,300,Orange Sphere moving slowly and low in the sky
00:00.0,thornton,nh,us,disk,120,May 27&#44 2012 Bright red light(s) hovering in the sky...Thornton&#44 NH
00:00.0,wingdale,ny,us,light,900,Star like object moving in abnormal flight pattern.
10:00.0,sterling heights,mi,us,light,300,2 orange objects over sterling hts&#44 mi
40:00.0,pleasant hill,oh,us,light,120,Very fast and erratic light seen in the sky around Troy&#44 OH.
02:00.0,fairfax,va,us,other,4,Glowing Saturn-Shaped Object:  Fairfax&#44 VA.
10:00.0,long island city,ny,us,light,1,Fast bright turquoise light moving towards the ground.
30:00.0,houghton,mi,us,fireball,120,Bright fireball hovering low in the sky&#44 when we stopped the vehicle it silently sped off and vanished within a minute.
30:00.0,wildwood,nj,us,light,10,Orange glowing orb floating in the sky.
20:00.0,stanton,ky,us,fireball,600,Me and my friends seen three fire balls in the sky. They where circling each other.
00:00.0,phoenix (near),az,us,disk,30,Strange Disc Shaped UFO Flying under plane on Descent into Phoenix&#44 AZ Airport.
00:00.0,cumming,ga,us,sphere,300,Black balls with a red light underneath.
30:00.0,porterville,ca,us,circle,15,UFO paralleling a man made aircraft during a suspected &quot;chem-trail&quot; operation caught on video.
55:00.0,fort myers beach,fl,us,circle,60,2 pink-orange spheres floating over Fort Myers Beach.
55:00.0,torrington,ct,us,fireball,180,2 fireballs in sky&#44 hovered then vanished.
00:00.0,allentown,pa,us,unknown,480,Two bright orange lights appeared from over a mountain South then hovered for about 2 minutes the disappeared East
00:00.0,middletown,ct,us,fireball,420,Bright glowing red ball. Moved north. Stood sill for a few seconds then turned sharply to they east. proceeded north again and moved st
02:00.0,castle rock,co,us,fireball,120,Bright orange light that changes speed then flickered out like a candle
00:00.0,east bethel,mn,us,disk,3,Red and blue lights horizontally on saucer shape; rising straight up
00:00.0,high point,nc,us,light,300,Standing in my backyard star gazing when i noticed one of the stars turned bright white and started moving NW.
15:00.0,millers,md,us,light,840,White Light Nortwest Baltimore County (Millers)
30:00.0,moore,ok,us,triangle,172800,Multiple ufo sightings in the past 48 hours&#44 detailed notes and drawings.
35:00.0,zion,il,us,light,10,Large bright light appeared for 10 seconds and then dissapeared.  ((NUFORC Note:  Witness formerly in U. S. Navy for 20 years.  PD))
37:00.0,cody,wy,us,light,10,Bright white light/ resembling headlights extinguishing in seconds.
00:00.0,cincinnati,oh,us,disk,3600,Large saucer shaped craft hanging motionless and silently over Cincinnati. 500 Lights On Object0: Yes
00:00.0,garland,tx,us,disk,600,THE OBJECT APPEARED TO COME DIRECTLY TO MY HOUSE&#44 THEN  LEFT WITH FAST ZIG ZAG SPEED BACK TO SPACE.
30:00.0,emporia,ks,us,rectangle,60,I have witnessed  many bizarre things in my life beginning at age 4.5&#44  this is not the strangest.  Try India.
00:00.0,brantford (canada),on,ca,disk,2700,while watching the eclipse of the moon I noticed a light far out in the heavens that was quite larger and brighter then the other stars
